Accession,Organism_Name,Species,Family,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
MG850035,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_234616,7861,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG847963,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_2346,7900,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850034,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_234593,7753,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850033,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_234542,7470,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG847962,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_2345,7900,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850032,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_234379,7903,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850031,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_234353,7901,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850030,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_234314,7464,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850029,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_234145,7902,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850028,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_234107,7900,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG847961,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_2341,7900,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850027,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_234086,7901,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850026,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_234080,7636,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG847960,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_2339,7767,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850025,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233878,7900,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850024,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233849,7650,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850023,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233816,7833,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850022,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233738,7902,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850021,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233712,7857,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG847959,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_2337,7900,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850020,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233697,7857,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850019,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233647,7835,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850018,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233637,7892,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850017,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233600,7882,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG847958,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_2336,7900,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850016,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233588,7257,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850015,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233576,7677,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850014,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233532,7859,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850013,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233505,7836,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850012,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233467,7464,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850011,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233449,7677,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850010,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233404,7857,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG847957,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_2334,7778,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850009,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233353,7830,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850008,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233307,7678,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850007,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233239,7904,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850006,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233136,7678,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG847956,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_2331,7900,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850005,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_233049,7876,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850004,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_232891,7903,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850003,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_232879,7902,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850002,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_232872,7895,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850001,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_232840,7144,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG850000,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_232828,7835,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
